일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),강수량(mm),적설(cm),전운량(10분위)
2021-11-21 05:00:00,4.5,0.3,0,95,1007.2,,,,,10.0
2021-11-21 06:00:00,5.0,0.0,0,95,1006.9,,,,,10.0
2021-11-21 07:00:00,5.3,0.5,230,94,1006.2,,,,,10.0
2021-11-21 08:00:00,5.9,1.3,270,93,1005.2,0.0,0.0,,,10.0
2021-11-21 09:00:00,6.8,0.2,0,89,1005.6,0.0,0.17,,,9.0
2021-11-21 10:00:00,8.2,0.2,0,83,1005.4,0.0,0.45,,,10.0
2021-11-21 11:00:00,9.3,0.2,0,79,1004.5,0.0,0.57,,,10.0
2021-11-21 12:00:00,10.1,0.1,0,76,1003.4,0.0,0.54,,,10.0
2021-11-21 13:00:00,11.5,0.4,0,69,1002.1,0.3,0.86,,,9.0
2021-11-21 14:00:00,12.3,0.2,0,67,1001.1,0.1,0.71,,,10.0
2021-11-21 15:00:00,13.5,0.8,200,65,1001.2,0.3,0.67,,,9.0
2021-11-21 16:00:00,14.0,0.8,110,63,1000.8,0.5,0.58,,,9.0
2021-11-21 17:00:00,12.8,0.8,140,72,1001.0,0.0,0.08,,,10.0
2021-11-21 18:00:00,11.1,0.2,0,76,1000.4,0.0,0.0,,,8.0
2021-11-21 19:00:00,9.1,1.5,90,78,999.8,,,,,6.0
2021-11-21 20:00:00,9.3,1.4,90,79,999.0,,,,,10.0
2021-11-21 21:00:00,8.7,0.8,90,82,999.2,,,,,9.0
2021-11-21 22:00:00,9.2,1.0,320,79,998.5,,,,,10.0
2021-11-21 23:00:00,12.1,1.2,200,60,997.7,,,,,9.0
2021-11-22 00:00:00,12.1,1.6,270,61,997.1,,,,,10.0
2021-11-22 01:00:00,11.3,1.5,270,66,996.6,,,,,10.0
2021-11-22 02:00:00,7.0,3.8,270,81,999.5,,,,,10.0
2021-11-22 03:00:00,6.4,2.0,270,80,999.4,,,1.8,,10.0
2021-11-22 04:00:00,6.0,2.0,250,83,998.9,,,,,10.0
2021-11-22 05:00:00,6.0,2.6,250,73,998.5,,,,,10.0
2021-11-22 06:00:00,6.0,2.4,250,73,998.2,,,0.0,,10.0
2021-11-22 07:00:00,5.6,2.9,270,74,998.4,,,,,10.0
2021-11-22 08:00:00,4.6,3.6,290,59,999.4,0.0,0.0,,,10.0
2021-11-22 09:00:00,5.1,2.3,290,49,999.7,0.5,0.37,0.0,,5.0
2021-11-22 10:00:00,5.0,4.1,290,43,999.9,0.9,0.95,,,6.0
2021-11-22 11:00:00,6.5,4.7,270,49,999.6,0.9,1.59,,,7.0
2021-11-22 12:00:00,6.6,4.5,270,50,999.4,0.3,1.04,,,9.0
2021-11-22 13:00:00,5.4,5.1,290,52,999.4,0.3,0.87,,,8.0
2021-11-22 14:00:00,6.8,6.8,250,41,999.3,0.3,0.58,,,7.0
2021-11-22 15:00:00,5.5,5.4,270,41,1000.0,0.7,1.04,,,6.0
2021-11-22 16:00:00,4.7,4.7,270,43,1000.9,0.7,0.77,,,8.0
2021-11-22 17:00:00,3.4,3.3,290,52,1001.9,0.1,0.15,,,4.0
2021-11-22 18:00:00,2.7,3.8,270,51,1002.4,0.0,0.0,,,1.0
2021-11-22 19:00:00,2.4,2.5,270,52,1003.2,,,,,2.0
2021-11-22 20:00:00,1.7,3.0,290,53,1003.6,,,,,1.0
2021-11-22 21:00:00,1.0,1.7,290,56,1003.5,,,,,2.0
2021-11-22 22:00:00,0.7,2.4,250,56,1003.6,,,,,2.0
2021-11-22 23:00:00,0.1,2.4,250,58,1003.5,,,,,1.0
2021-11-23 00:00:00,0.3,3.0,270,58,1003.4,,,,,0.0
2021-11-23 01:00:00,0.0,2.7,270,61,1003.5,,,,,5.0
2021-11-23 02:00:00,-0.5,1.8,290,64,1003.6,,,,,0.0
2021-11-23 03:00:00,-0.9,2.4,270,64,1004.0,,,,,0.0
2021-11-23 04:00:00,-1.3,2.8,270,60,1004.1,,,,,0.0
2021-11-23 05:00:00,-1.7,2.9,270,59,1004.2,,,,,0.0
2021-11-23 06:00:00,-2.1,2.4,270,57,1004.4,,,,,0.0
2021-11-23 07:00:00,-2.5,2.4,250,58,1004.4,,,,,0.0
2021-11-23 08:00:00,-2.5,2.1,250,57,1004.4,0.0,,,,0.0
2021-11-23 09:00:00,-1.2,2.7,250,51,1004.7,0.0,,,,0.0
2021-11-23 10:00:00,-0.7,2.1,270,50,1004.7,0.0,,,,6.0
2021-11-23 11:00:00,0.6,1.6,340,46,1004.2,0.0,,,,7.0
2021-11-23 12:00:00,0.9,3.6,250,52,1003.6,,,,,8.0
2021-11-23 13:00:00,1.1,4.1,270,57,1002.9,0.0,0.71,,,9.0
2021-11-23 14:00:00,1.2,2.5,270,62,1002.5,0.0,0.56,,,10.0
2021-11-23 15:00:00,0.6,1.7,320,70,1002.6,0.0,0.28,,,10.0
2021-11-23 16:00:00,1.0,3.5,270,68,1002.8,0.0,0.31,,,9.0
2021-11-23 17:00:00,0.8,2.5,270,73,1002.8,0.0,0.07,,,7.0
2021-11-23 18:00:00,0.8,2.7,270,72,1003.1,0.0,0.0,,,9.0
2021-11-23 19:00:00,0.8,2.9,270,74,1003.3,,,,,9.0
2021-11-23 20:00:00,1.1,2.8,270,75,1003.3,,,,,0.0
2021-11-23 21:00:00,1.2,2.6,270,77,1003.3,,,,,1.0
2021-11-23 22:00:00,0.5,1.9,270,78,1003.5,,,,,0.0
2021-11-23 23:00:00,0.6,1.9,250,79,1003.5,,,,,7.0
2021-11-24 00:00:00,1.0,2.0,270,77,1003.8,,,,,8.0
2021-11-24 01:00:00,1.2,2.3,270,70,1004.2,,,,,3.0
2021-11-24 02:00:00,0.3,2.7,270,65,1004.8,,,,,0.0
2021-11-24 03:00:00,-0.9,1.0,230,69,1004.1,,,,,0.0
2021-11-24 04:00:00,-1.2,1.1,250,66,1004.4,,,,,0.0
2021-11-24 05:00:00,-0.5,1.1,250,58,1004.3,,,,,5.0
2021-11-24 06:00:00,-0.9,0.3,0,60,1004.4,,,,,0.0
2021-11-24 07:00:00,-0.5,0.0,0,61,1004.5,,,,,9.0
2021-11-24 08:00:00,0.2,0.1,0,60,1004.7,0.0,0.0,,,8.0
2021-11-24 09:00:00,0.8,0.8,250,62,1004.9,0.0,0.05,,,10.0
2021-11-24 10:00:00,1.7,1.1,360,57,1005.0,0.0,0.25,,,10.0
2021-11-24 11:00:00,2.3,0.3,0,53,1004.6,0.0,0.45,,,10.0
2021-11-24 12:00:00,3.4,0.3,0,52,1004.0,0.0,0.7,,,9.0
2021-11-24 13:00:00,4.8,0.7,320,58,1003.2,0.0,0.37,,,9.0
2021-11-24 14:00:00,5.4,0.3,0,64,1002.5,0.0,0.12,,,10.0
2021-11-24 15:00:00,5.9,1.1,320,64,1002.4,0.0,0.19,0.0,,9.0
2021-11-24 16:00:00,5.3,0.3,0,71,1002.5,0.0,0.14,,,9.0
2021-11-24 17:00:00,5.6,0.5,160,74,1001.9,0.5,0.17,,,8.0
2021-11-24 18:00:00,2.8,1.1,90,86,1002.0,0.0,0.0,0.0,,0.0
2021-11-24 19:00:00,1.3,0.4,0,90,1002.2,,,,,0.0
2021-11-24 20:00:00,0.2,0.5,90,92,1002.6,,,,,0.0
2021-11-24 21:00:00,0.0,0.0,0,91,1002.7,,,,,0.0
2021-11-24 22:00:00,-0.5,0.4,0,91,1002.7,,,,,0.0
2021-11-24 23:00:00,-1.0,0.1,0,90,1002.5,,,,,0.0
2021-11-25 00:00:00,0.1,0.0,0,91,1002.2,,,,,0.0
2021-11-25 01:00:00,-0.5,0.4,0,92,1002.0,,,,,3.0
2021-11-25 02:00:00,0.0,0.2,0,93,1001.4,,,,,7.0
2021-11-25 03:00:00,1.6,0.3,0,91,1001.5,,,0.0,,1.0
2021-11-25 04:00:00,2.0,0.3,0,93,1000.8,,,,,0.0
2021-11-25 05:00:00,2.7,0.5,290,92,1001.1,,,,,10.0
2021-11-25 06:00:00,3.1,1.1,90,92,1001.6,,,0.0,,8.0
2021-11-25 07:00:00,3.0,0.3,0,93,1001.7,,,,,0.0
2021-11-25 08:00:00,2.5,0.3,0,95,1002.2,0.0,0.01,,,9.0
2021-11-25 09:00:00,4.1,0.3,0,93,1003.0,0.2,0.26,,,4.0
2021-11-25 10:00:00,6.4,0.4,0,83,1003.5,0.8,0.81,,,2.0
2021-11-25 11:00:00,9.1,0.5,270,68,1003.7,1.0,1.27,,,3.0
2021-11-25 12:00:00,10.6,2.9,320,51,1003.1,0.6,1.35,,,6.0
2021-11-25 13:00:00,10.2,4.0,270,50,1003.0,0.5,1.03,,,6.0
2021-11-25 14:00:00,11.1,4.2,270,44,1003.1,0.5,1.05,,,8.0
2021-11-25 15:00:00,11.0,4.2,270,41,1003.2,1.0,1.33,,,6.0
2021-11-25 16:00:00,10.1,4.0,270,42,1003.6,1.0,0.67,,,0.0
2021-11-25 17:00:00,9.0,3.5,270,46,1004.1,0.9,0.25,,,0.0
2021-11-25 18:00:00,7.3,2.4,270,53,1005.0,0.0,0.0,,,0.0
2021-11-25 19:00:00,6.4,2.1,270,58,1005.4,,,,,0.0
2021-11-25 20:00:00,3.4,0.5,140,67,1006.3,,,,,0.0
2021-11-25 21:00:00,4.9,1.9,230,57,1006.8,,,,,0.0
2021-11-25 22:00:00,3.7,1.4,230,59,1007.3,,,,,0.0
2021-11-25 23:00:00,-0.1,0.9,90,78,1007.3,,,,,0.0
2021-11-26 00:00:00,-0.9,0.6,90,80,1007.7,,,,,0.0
2021-11-26 01:00:00,-1.4,0.5,90,81,1008.1,,,,,0.0
2021-11-26 02:00:00,-2.0,0.8,90,84,1008.4,,,,,0.0
2021-11-26 03:00:00,-2.6,0.7,90,84,1008.9,,,,,0.0
2021-11-26 04:00:00,-2.6,0.8,90,83,1009.2,,,,,0.0
2021-11-26 05:00:00,-3.3,0.6,90,84,1010.1,,,,,0.0
2021-11-26 06:00:00,-3.0,1.4,90,81,1010.5,,,,,0.0
2021-11-26 07:00:00,-3.5,1.1,90,78,1011.0,,,,,0.0
2021-11-26 08:00:00,-3.6,0.6,90,78,1011.6,0.0,0.0,,,0.0
2021-11-26 09:00:00,-0.4,0.3,0,70,1012.2,0.5,0.34,,,0.0
2021-11-26 10:00:00,3.6,0.7,180,43,1012.4,1.0,1.16,,,0.0
2021-11-26 11:00:00,4.6,0.9,70,38,1012.4,1.0,1.64,,,0.0
2021-11-26 12:00:00,6.3,1.2,320,34,1011.6,1.0,1.89,,,0.0
2021-11-26 13:00:00,7.3,1.4,230,35,1010.6,1.0,1.93,,,0.0
2021-11-26 14:00:00,8.3,2.9,320,35,1010.6,1.0,1.64,,,6.0
2021-11-26 15:00:00,8.0,2.7,320,37,1011.0,0.4,0.62,,,8.0
2021-11-26 16:00:00,7.5,2.7,320,41,1011.5,0.1,0.2,,,9.0
2021-11-26 17:00:00,6.6,1.4,340,44,1012.1,0.0,0.04,,,7.0
2021-11-26 18:00:00,6.0,1.4,320,49,1013.0,0.0,0.0,,,9.0
2021-11-26 19:00:00,5.4,0.6,290,56,1013.5,,,,,3.0
2021-11-26 20:00:00,3.7,0.9,230,65,1013.9,,,,,0.0
2021-11-26 21:00:00,0.6,0.9,90,76,1014.5,,,,,0.0
2021-11-26 22:00:00,-0.5,0.6,70,80,1014.9,,,,,0.0
2021-11-26 23:00:00,-0.7,0.4,0,84,1015.3,,,,,0.0
2021-11-27 00:00:00,-0.8,1.4,90,87,1015.6,,,,,0.0
2021-11-27 01:00:00,-2.5,1.0,90,85,1015.9,,,,,0.0
2021-11-27 02:00:00,-2.2,1.0,90,89,1016.1,,,,,0.0
2021-11-27 03:00:00,-3.0,0.4,0,89,1016.9,,,,,0.0
2021-11-27 04:00:00,-3.4,1.0,90,89,1017.4,,,,,0.0
2021-11-27 05:00:00,-3.8,0.9,90,91,1017.8,,,,,0.0
2021-11-27 06:00:00,-4.0,1.2,90,90,1018.6,,,,,0.0
2021-11-27 07:00:00,-4.3,0.7,110,92,1019.1,,,,,0.0
2021-11-27 08:00:00,-4.6,0.0,0,90,1019.6,0.0,0.0,,,0.0
2021-11-27 09:00:00,-2.0,0.0,0,91,1020.2,0.5,0.4,,,1.0
2021-11-27 10:00:00,0.3,0.5,160,83,1020.6,1.0,1.35,,,0.0
2021-11-27 11:00:00,2.2,0.6,180,73,1020.5,1.0,1.61,,,0.0
2021-11-27 12:00:00,4.2,0.9,230,59,1019.7,1.0,1.85,,,0.0
2021-11-27 13:00:00,6.2,1.1,230,51,1019.1,1.0,1.92,,,0.0
2021-11-27 14:00:00,7.9,1.1,250,44,1018.7,1.0,1.77,,,0.0
2021-11-27 15:00:00,8.7,0.7,230,38,1018.5,1.0,1.41,,,0.0
2021-11-27 16:00:00,8.8,0.8,250,34,1018.8,1.0,0.88,,,0.0
2021-11-27 17:00:00,5.5,0.7,90,47,1019.2,1.0,0.28,,,0.0
2021-11-27 18:00:00,2.5,1.2,90,58,1019.7,0.0,0.0,,,0.0
2021-11-27 19:00:00,1.7,1.0,90,63,1020.4,,,,,0.0
2021-11-27 20:00:00,1.3,1.3,90,67,1020.9,,,,,0.0
2021-11-27 21:00:00,-0.6,0.4,0,76,1021.0,,,,,0.0
2021-11-27 22:00:00,-1.0,1.2,90,78,1021.3,,,,,0.0
2021-11-27 23:00:00,-2.1,0.8,90,82,1021.4,,,,,0.0
2021-11-28 00:00:00,-2.8,0.6,90,84,1021.6,,,,,5.0
2021-11-28 01:00:00,-3.0,0.9,90,83,1021.6,,,,,0.0
2021-11-28 02:00:00,-3.3,1.0,90,86,1021.3,,,,,0.0
2021-11-28 03:00:00,-4.0,0.3,0,88,1021.5,,,,,0.0
2021-11-28 04:00:00,-4.3,0.6,90,90,1021.4,,,,,0.0
2021-11-28 05:00:00,-4.7,0.1,0,88,1021.3,,,,,0.0
2021-11-28 06:00:00,-4.9,0.8,110,90,1021.4,,,,,0.0
2021-11-28 07:00:00,-4.9,0.8,90,89,1021.6,,,,,0.0
2021-11-28 08:00:00,-5.1,0.0,0,89,1021.8,0.0,0.0,,,0.0
2021-11-28 09:00:00,-2.5,0.0,0,90,1021.7,0.4,0.43,,,0.0
2021-11-28 10:00:00,0.7,0.4,0,76,1021.3,1.0,1.47,,,0.0
2021-11-28 11:00:00,3.5,0.8,250,64,1021.0,1.0,1.73,,,0.0
2021-11-28 12:00:00,6.2,0.6,90,52,1020.5,1.0,1.88,,,0.0
2021-11-28 13:00:00,9.4,0.7,250,41,1019.5,1.0,1.95,,,0.0
2021-11-28 14:00:00,11.3,0.5,340,35,1018.4,1.0,1.75,,,5.0
2021-11-28 15:00:00,11.1,0.8,20,33,1017.6,1.0,1.29,,,6.0
2021-11-28 16:00:00,10.6,0.3,0,35,1017.4,0.8,0.64,,,7.0
2021-11-28 17:00:00,8.0,0.9,90,47,1017.3,0.0,0.13,,,10.0
2021-11-28 18:00:00,5.5,0.8,110,55,1017.5,0.0,0.0,,,10.0
2021-11-28 19:00:00,4.6,0.7,90,59,1017.8,,,,,10.0
2021-11-28 20:00:00,3.7,1.0,90,63,1017.5,,,,,8.0
2021-11-28 21:00:00,1.6,0.6,90,71,1017.6,,,,,6.0
2021-11-28 22:00:00,0.8,0.5,90,74,1017.6,,,,,7.0
2021-11-28 23:00:00,0.2,0.5,90,80,1017.5,,,,,8.0
2021-11-29 00:00:00,-0.4,0.5,110,80,1017.1,,,,,6.0
2021-11-29 01:00:00,-1.0,0.0,0,83,1016.7,,,,,6.0
2021-11-29 02:00:00,-0.6,0.7,90,83,1016.6,,,,,10.0
2021-11-29 03:00:00,-1.1,1.4,90,84,1016.3,,,,,4.0
2021-11-29 04:00:00,-2.4,0.3,0,87,1015.9,,,,,3.0
2021-11-29 05:00:00,-2.6,0.8,90,88,1015.7,,,,,3.0
2021-11-29 06:00:00,-3.2,0.8,90,89,1015.6,,,,,0.0
2021-11-29 07:00:00,-3.6,0.5,70,89,1015.7,,,,,8.0
2021-11-29 08:00:00,-2.5,0.7,70,91,1015.8,0.0,0.02,,,5.0
2021-11-29 09:00:00,0.3,0.3,0,83,1015.7,0.4,0.41,,,9.0
2021-11-29 10:00:00,2.2,0.2,0,76,1015.9,0.9,0.92,,,7.0
2021-11-29 11:00:00,4.3,0.4,0,66,1015.4,1.0,1.11,,,6.0
2021-11-29 12:00:00,7.1,0.7,250,53,1014.0,1.0,1.71,,,6.0
2021-11-29 13:00:00,10.0,1.1,270,51,1012.6,1.0,1.81,,,4.0
2021-11-29 14:00:00,11.3,1.6,230,47,1011.5,1.0,1.67,,,4.0
2021-11-29 15:00:00,11.8,1.0,270,45,1010.5,1.0,1.38,,,5.0
2021-11-29 16:00:00,12.1,0.9,270,47,1010.2,1.0,0.83,,,3.0
2021-11-29 17:00:00,8.6,0.6,110,60,1010.3,0.7,0.24,,,3.0
2021-11-29 18:00:00,5.8,1.3,90,71,1010.7,0.0,0.0,,,1.0
2021-11-29 19:00:00,5.0,0.7,90,74,1010.5,,,,,6.0
2021-11-29 20:00:00,3.7,0.1,0,78,1010.4,,,,,3.0
2021-11-29 21:00:00,2.9,0.5,230,81,1010.0,,,,,0.0
2021-11-29 22:00:00,1.8,0.2,0,85,1009.3,,,,,0.0
2021-11-29 23:00:00,1.5,0.8,90,88,1009.1,,,,,1.0
2021-11-30 00:00:00,2.5,0.8,200,86,1007.9,,,,,6.0
2021-11-30 01:00:00,1.7,0.6,230,89,1006.7,,,,,5.0
2021-11-30 02:00:00,1.2,0.5,200,90,1005.3,,,,,9.0
2021-11-30 03:00:00,0.5,0.7,140,91,1004.8,,,,,6.0
2021-11-30 04:00:00,0.6,0.4,0,91,1002.4,,,,,9.0
2021-11-30 05:00:00,2.5,0.8,200,87,1001.1,,,,,7.0
2021-11-30 06:00:00,3.2,1.6,230,80,999.7,,,0.0,,9.0
2021-11-30 07:00:00,3.2,1.2,230,83,999.2,,,,,10.0
2021-11-30 08:00:00,3.6,1.3,200,85,997.8,0.0,0.0,,,10.0
2021-11-30 09:00:00,3.5,1.3,250,91,996.3,0.0,0.0,3.7,,10.0
2021-11-30 10:00:00,3.7,4.3,250,93,997.2,0.0,0.0,,,10.0
2021-11-30 11:00:00,4.6,0.8,20,93,996.7,0.0,0.02,,,10.0
2021-11-30 12:00:00,6.0,0.6,320,94,994.6,0.0,0.16,12.3,,10.0
2021-11-30 13:00:00,7.1,0.9,90,94,993.1,0.0,0.15,,,10.0
2021-11-30 14:00:00,9.0,0.4,0,89,992.1,0.0,0.37,,,10.0
2021-11-30 15:00:00,8.8,3.3,250,89,991.8,0.0,0.1,2.4,,10.0
2021-11-30 16:00:00,7.8,2.8,270,89,992.6,0.0,0.02,,,8.0
2021-11-30 17:00:00,7.0,4.5,270,81,992.8,0.0,0.0,,,8.0
2021-11-30 18:00:00,5.8,5.4,270,81,994.2,0.0,0.0,1.5,,9.0
2021-11-30 19:00:00,5.0,5.7,270,75,995.7,,,,,9.0
2021-11-30 20:00:00,4.5,4.7,270,70,996.7,,,,,9.0
2021-11-30 21:00:00,3.7,4.2,270,68,997.8,,,0.6,,9.0
2021-11-30 22:00:00,3.0,4.6,270,68,998.4,,,,,9.0
2021-11-30 23:00:00,2.0,5.9,270,63,999.0,,,,,9.0
2021-12-01 00:00:00,1.1,4.8,270,69,999.3,,,,,9.0
2021-12-01 01:00:00,0.9,4.5,270,63,1000.0,,,,,6.0
2021-12-01 02:00:00,0.5,3.9,270,56,1000.9,,,,,3.0
2021-12-01 03:00:00,-0.1,3.4,270,58,1001.6,,,,,0.0
2021-12-01 04:00:00,-0.5,3.9,270,58,1001.9,,,,,0.0
2021-12-01 05:00:00,-0.7,4.3,270,56,1002.4,,,,,6.0
2021-12-01 06:00:00,-1.1,4.2,270,53,1002.8,,,,,4.0
2021-12-01 07:00:00,-1.5,3.3,270,53,1003.9,,,,,0.0
2021-12-01 08:00:00,-1.8,3.6,270,54,1005.1,0.0,0.0,,,0.0
2021-12-01 09:00:00,-1.2,4.5,270,44,1006.2,0.4,0.27,,,0.0
2021-12-01 10:00:00,-0.5,4.3,270,42,1006.7,1.0,1.1,,,0.0
2021-12-01 11:00:00,0.3,5.2,270,38,1006.9,1.0,1.57,,,0.0
2021-12-01 12:00:00,1.3,5.0,270,36,1006.5,1.0,1.9,,,1.0
2021-12-01 13:00:00,1.6,4.2,290,34,1006.3,1.0,1.98,,,0.0
2021-12-01 14:00:00,1.6,5.1,270,32,1006.2,1.0,1.83,,,0.0
2021-12-01 15:00:00,1.8,4.9,270,32,1006.4,1.0,1.44,,,0.0
2021-12-01 16:00:00,1.2,5.1,270,33,1007.0,1.0,0.87,,,0.0
2021-12-01 17:00:00,0.0,5.0,270,34,1007.3,1.0,0.23,,,0.0
2021-12-01 18:00:00,-0.5,2.6,290,38,1008.0,0.0,0.0,,,1.0
2021-12-01 19:00:00,-0.9,2.8,270,39,1008.7,,,,,0.0
2021-12-01 20:00:00,-1.4,2.1,270,45,1009.3,,,,,0.0
2021-12-01 21:00:00,-2.1,2.1,250,49,1009.4,,,,,0.0
2021-12-01 22:00:00,-2.5,2.0,250,50,1009.7,,,,,0.0
2021-12-01 23:00:00,-2.8,1.8,250,52,1010.0,,,,,0.0
2021-12-02 00:00:00,-3.0,1.6,230,53,1010.1,,,,,0.0
2021-12-02 01:00:00,-5.2,0.3,0,65,1010.0,,,,,0.0
2021-12-02 02:00:00,-4.5,0.8,230,59,1009.6,,,,,0.0
2021-12-02 03:00:00,-6.6,0.6,90,76,1009.4,,,,,0.0
2021-12-02 04:00:00,-6.6,1.0,90,74,1009.0,,,,,0.0
2021-12-02 05:00:00,-7.2,0.9,90,79,1009.0,,,,,0.0
2021-12-02 06:00:00,-7.3,1.1,90,81,1009.0,,,,,0.0
2021-12-02 07:00:00,-8.2,0.4,0,83,1009.0,,,,,0.0
2021-12-02 08:00:00,-7.6,0.8,90,83,1008.8,0.0,0.0,,,0.0
2021-12-02 09:00:00,-5.5,1.0,110,81,1008.9,0.3,0.23,,,0.0
2021-12-02 10:00:00,-2.5,0.2,0,63,1008.7,1.0,1.12,,,0.0
2021-12-02 11:00:00,-0.2,0.4,0,56,1007.5,1.0,1.57,,,0.0
2021-12-02 12:00:00,1.4,0.8,50,40,1006.1,1.0,1.86,,,0.0
2021-12-02 13:00:00,3.3,0.9,70,39,1005.2,1.0,1.93,,,0.0
2021-12-02 14:00:00,4.5,1.8,250,38,1004.3,1.0,1.76,,,7.0
2021-12-02 15:00:00,5.4,3.0,250,44,1003.9,0.9,1.41,,,7.0
2021-12-02 16:00:00,5.4,2.6,250,47,1003.4,0.8,0.76,,,7.0
2021-12-02 17:00:00,4.5,2.7,200,52,1002.6,0.5,0.18,,,7.0
2021-12-02 18:00:00,3.7,1.2,250,56,1002.6,0.0,0.0,,,0.0
2021-12-02 19:00:00,3.0,0.6,360,59,1002.3,,,,,0.0
2021-12-02 20:00:00,4.1,2.0,230,60,1002.0,,,,,9.0
2021-12-02 21:00:00,4.4,2.6,230,61,1001.5,,,,,9.0
2021-12-02 22:00:00,4.4,2.1,320,61,1001.7,,,,,9.0
2021-12-02 23:00:00,2.2,0.6,20,80,1001.4,,,,,9.0
2021-12-03 00:00:00,2.7,1.1,340,74,1001.0,,,0.3,,9.0
2021-12-03 01:00:00,4.1,1.2,270,71,1000.9,,,,,9.0
2021-12-03 02:00:00,4.3,1.2,290,73,1000.6,,,,,9.0
2021-12-03 03:00:00,4.0,2.1,250,80,999.8,,,0.1,,6.0
2021-12-03 04:00:00,3.1,1.0,320,85,999.5,,,,,9.0
2021-12-03 05:00:00,3.2,1.0,250,86,1000.0,,,,,9.0
2021-12-03 06:00:00,2.9,1.1,270,88,1001.3,,,1.5,,9.0
2021-12-03 07:00:00,2.2,0.7,110,92,1001.6,,,,,9.0
2021-12-03 08:00:00,0.4,0.5,90,94,1002.6,0.0,0.0,,,0.0
2021-12-03 09:00:00,1.4,0.0,0,96,1003.5,0.3,0.23,0.5,,0.0
2021-12-03 10:00:00,4.3,3.2,250,63,1003.9,1.0,1.04,,,0.0
2021-12-03 11:00:00,5.1,4.0,270,53,1003.9,1.0,1.51,,,2.0
2021-12-03 12:00:00,6.0,4.0,270,46,1003.2,1.0,1.93,,,1.0
2021-12-03 13:00:00,5.0,5.9,250,39,1002.9,0.9,1.84,,,2.0
2021-12-03 14:00:00,5.3,4.2,290,33,1002.8,1.0,1.7,,,0.0
2021-12-03 15:00:00,5.0,4.0,270,31,1003.0,1.0,1.4,,,0.0
2021-12-03 16:00:00,4.0,4.6,270,28,1004.0,1.0,0.87,,,0.0
2021-12-03 17:00:00,2.4,3.0,270,36,1004.8,1.0,0.25,,,0.0
2021-12-03 18:00:00,1.5,3.2,270,42,1005.5,0.0,0.0,,,0.0
2021-12-03 19:00:00,0.8,2.4,250,49,1006.3,,,,,0.0
2021-12-03 20:00:00,0.3,2.1,250,52,1006.7,,,,,0.0
2021-12-03 21:00:00,-0.4,1.4,250,56,1007.3,,,,,0.0
2021-12-03 22:00:00,-0.7,1.2,250,59,1007.8,,,,,0.0
2021-12-03 23:00:00,-0.7,2.3,250,55,1008.5,,,,,0.0
2021-12-04 00:00:00,-1.0,2.1,250,52,1008.9,,,,,0.0
2021-12-04 01:00:00,-2.2,1.3,230,56,1008.8,,,,,0.0
2021-12-04 02:00:00,-3.2,0.4,0,61,1009.2,,,,,0.0
2021-12-04 03:00:00,-4.2,1.3,90,67,1009.4,,,,,0.0
2021-12-04 04:00:00,-4.6,1.6,90,69,1009.2,,,,,0.0
2021-12-04 05:00:00,-4.9,1.1,90,71,1009.1,,,,,0.0
2021-12-04 06:00:00,-5.1,1.4,90,74,1009.4,,,,,0.0
2021-12-04 07:00:00,-5.7,0.9,70,78,1010.3,,,,,0.0
2021-12-04 08:00:00,-6.0,0.5,90,80,1010.9,0.0,0.0,,,0.0
2021-12-04 09:00:00,-3.4,0.8,230,75,1011.7,0.2,0.18,,,1.0
2021-12-04 10:00:00,-0.6,0.1,0,57,1012.3,1.0,0.95,,,3.0
2021-12-04 11:00:00,1.7,1.0,250,43,1012.4,1.0,1.47,,,2.0
2021-12-04 12:00:00,3.4,0.7,90,41,1011.7,1.0,1.78,,,2.0
2021-12-04 13:00:00,5.5,2.2,250,41,1011.2,0.9,1.44,,,6.0
2021-12-04 14:00:00,6.5,3.9,250,47,1010.6,1.0,1.52,,,0.0
2021-12-04 15:00:00,6.8,3.2,270,45,1010.5,1.0,1.31,,,1.0
2021-12-04 16:00:00,6.3,2.9,270,46,1010.8,1.0,0.82,,,0.0
2021-12-04 17:00:00,5.0,2.4,270,49,1011.1,1.0,0.22,,,0.0
2021-12-04 18:00:00,3.1,0.8,200,60,1011.5,0.0,0.0,,,0.0
2021-12-04 19:00:00,0.1,0.5,110,75,1012.1,,,,,0.0
2021-12-04 20:00:00,0.0,1.8,90,77,1012.6,,,,,0.0
2021-12-04 21:00:00,-0.4,1.4,90,83,1012.9,,,,,0.0
2021-12-04 22:00:00,-1.7,1.0,90,88,1013.5,,,,,0.0
2021-12-04 23:00:00,-2.5,0.8,90,87,1014.0,,,,,0.0
2021-12-05 00:00:00,-3.0,0.1,0,87,1014.4,,,,,0.0
2021-12-05 01:00:00,-3.3,0.5,90,90,1014.5,,,,,0.0
2021-12-05 02:00:00,-3.5,0.9,90,91,1014.8,,,,,0.0
2021-12-05 03:00:00,-4.0,0.0,0,91,1014.8,,,,,0.0
2021-12-05 04:00:00,-4.5,0.5,90,91,1014.7,,,,,0.0
2021-12-05 05:00:00,-4.7,0.4,0,93,1014.8,,,,,0.0
2021-12-05 06:00:00,-5.1,0.5,90,92,1015.5,,,,,0.0
2021-12-05 07:00:00,-5.2,0.3,0,93,1016.0,,,,,0.0
