ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),°­¼ö·®(mm),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),ÇöÁö±â¾Ð(hPa),ÀÏÁ¶(hr),ÀÏ»ç(MJ/m2),Àû¼³(cm),Àü¿î·®(10ºÐÀ§)
189,¼­±ÍÆ÷,2022-02-24 12:00,6.3,,2.3,180,60,1025,1,,,4
189,¼­±ÍÆ÷,2022-02-24 13:00,7.4,,1.8,180,57,1024.1,1,,,3
189,¼­±ÍÆ÷,2022-02-24 14:00,7.6,,2.8,180,56,1023.3,1,,,4
189,¼­±ÍÆ÷,2022-02-24 15:00,6.6,,1.7,180,61,1022.6,.8,,,6
189,¼­±ÍÆ÷,2022-02-24 16:00,7,,1.7,180,61,1022.4,.3,,,5
189,¼­±ÍÆ÷,2022-02-24 17:00,8,,1.4,160,58,1022.5,.9,,,6
189,¼­±ÍÆ÷,2022-02-24 18:00,6.7,,.9,70,59,1022.2,1,,,1
189,¼­±ÍÆ÷,2022-02-24 19:00,6.2,,1.4,50,65,1022.1,0,,,1
189,¼­±ÍÆ÷,2022-02-24 20:00,5.5,,1.6,20,65,1022.5,,,,0
189,¼­±ÍÆ÷,2022-02-24 21:00,4.7,,.9,360,68,1022.6,,,,2
189,¼­±ÍÆ÷,2022-02-24 22:00,4.1,,1.1,20,71,1022.7,,,,0
189,¼­±ÍÆ÷,2022-02-24 23:00,3.3,,1.4,360,75,1022.8,,,,0
189,¼­±ÍÆ÷,2022-02-25 00:00,3.5,,1.3,360,74,1022.6,,,,0
189,¼­±ÍÆ÷,2022-02-25 01:00,3.7,,1,340,74,1022.5,,,,0
189,¼­±ÍÆ÷,2022-02-25 02:00,3.8,,1.2,20,76,1022.6,,,,0
189,¼­±ÍÆ÷,2022-02-25 03:00,4.3,,1,360,75,1022.5,,,,8
189,¼­±ÍÆ÷,2022-02-25 04:00,3.6,,1.6,360,78,1022.2,,,,6
189,¼­±ÍÆ÷,2022-02-25 05:00,3.4,,1.2,360,80,1022.3,,,,3
189,¼­±ÍÆ÷,2022-02-25 06:00,3.2,,.9,340,78,1022.6,,,,4
189,¼­±ÍÆ÷,2022-02-25 07:00,2.7,,1.4,360,81,1023.1,,,,3
189,¼­±ÍÆ÷,2022-02-25 08:00,3.3,,1.2,360,80,1023.7,.6,,,2
189,¼­±ÍÆ÷,2022-02-25 09:00,5.8,,.6,20,72,1024.3,.5,,,1
189,¼­±ÍÆ÷,2022-02-25 10:00,7.7,,.7,140,64,1024.5,1,,,0
189,¼­±ÍÆ÷,2022-02-25 11:00,8.7,,1.6,180,61,1024.4,1,,,1
189,¼­±ÍÆ÷,2022-02-25 12:00,9.3,,1.8,200,62,1023.9,.8,,,6
189,¼­±ÍÆ÷,2022-02-25 13:00,8.9,,2.5,200,60,1023,.9,,,6
189,¼­±ÍÆ÷,2022-02-25 14:00,10.5,,2.8,200,51,1021.8,.9,,,2
189,¼­±ÍÆ÷,2022-02-25 15:00,11.1,,2.7,200,49,1021,1,,,2
189,¼­±ÍÆ÷,2022-02-25 16:00,10.6,,2,180,51,1020.3,1,,,0
189,¼­±ÍÆ÷,2022-02-25 17:00,10.9,,.7,160,51,1020.3,1,,,0
189,¼­±ÍÆ÷,2022-02-25 18:00,9.6,,1,50,49,1020.6,1,,,0
189,¼­±ÍÆ÷,2022-02-25 19:00,8.6,,1.1,50,54,1020.7,0,,,0
189,¼­±ÍÆ÷,2022-02-25 20:00,7,,1.5,360,57,1020.8,,,,0
189,¼­±ÍÆ÷,2022-02-25 21:00,6.5,,1.6,360,60,1021.1,,,,0
189,¼­±ÍÆ÷,2022-02-25 22:00,5.9,,1.3,360,59,1020.8,,,,0
189,¼­±ÍÆ÷,2022-02-25 23:00,5.4,,1.5,360,59,1020.8,,,,0
189,¼­±ÍÆ÷,2022-02-26 00:00,5.1,,1.4,360,62,1020.3,,,,0
189,¼­±ÍÆ÷,2022-02-26 01:00,4.8,,1.5,340,58,1020,,,,0
189,¼­±ÍÆ÷,2022-02-26 02:00,4.5,,.7,340,61,1019.8,,,,0
189,¼­±ÍÆ÷,2022-02-26 03:00,4.1,,1.1,360,62,1019.5,,,,0
189,¼­±ÍÆ÷,2022-02-26 04:00,4.5,,1,360,45,1019.1,,,,0
189,¼­±ÍÆ÷,2022-02-26 05:00,4.9,,1,320,53,1018.9,,,,0
189,¼­±ÍÆ÷,2022-02-26 06:00,5,,1.1,320,67,1018.8,,,,0
189,¼­±ÍÆ÷,2022-02-26 07:00,5.1,,.8,340,72,1019,,,,0
189,¼­±ÍÆ÷,2022-02-26 08:00,5.7,,.8,360,67,1019.1,.5,,,0
189,¼­±ÍÆ÷,2022-02-26 09:00,9,,1.1,270,66,1019.2,1,,,0
189,¼­±ÍÆ÷,2022-02-26 10:00,10.5,,2.3,230,63,1019.1,1,,,0
189,¼­±ÍÆ÷,2022-02-26 11:00,11.1,,3.4,230,61,1018.3,1,,,0
189,¼­±ÍÆ÷,2022-02-26 12:00,12.1,,2.7,230,59,1017.8,1,,,0
189,¼­±ÍÆ÷,2022-02-26 13:00,12.4,,2.6,230,57,1016.9,1,,,0
189,¼­±ÍÆ÷,2022-02-26 14:00,12.1,,2.7,230,55,1015.4,1,,,0
189,¼­±ÍÆ÷,2022-02-26 15:00,12.1,,3,250,52,1014.3,1,,,0
189,¼­±ÍÆ÷,2022-02-26 16:00,11.6,,3.8,230,52,1014,1,,,0
189,¼­±ÍÆ÷,2022-02-26 17:00,11.5,,3.1,230,49,1013.5,1,,,0
189,¼­±ÍÆ÷,2022-02-26 18:00,10.3,,2.4,250,50,1013.4,.5,,,3
189,¼­±ÍÆ÷,2022-02-26 19:00,9.4,,1.9,270,61,1013.4,0,,,6
189,¼­±ÍÆ÷,2022-02-26 20:00,9.1,,2.2,270,75,1013.5,,,,7
189,¼­±ÍÆ÷,2022-02-26 21:00,9,,2.1,270,79,1013.4,,,,0
189,¼­±ÍÆ÷,2022-02-26 22:00,9.3,,3.3,270,82,1013.6,,,,2
189,¼­±ÍÆ÷,2022-02-26 23:00,9.3,,2.2,270,75,1013.2,,,,3
189,¼­±ÍÆ÷,2022-02-27 00:00,8.9,,2.9,270,68,1013.2,,,,2
189,¼­±ÍÆ÷,2022-02-27 01:00,8.5,,.7,20,53,1013.7,,,,0
189,¼­±ÍÆ÷,2022-02-27 02:00,7.7,,.5,270,40,1013.6,,,,0
189,¼­±ÍÆ÷,2022-02-27 03:00,7.6,,2,20,39,1012.9,,,,0
189,¼­±ÍÆ÷,2022-02-27 04:00,6.8,,3.5,50,55,1013.3,,,,0
189,¼­±ÍÆ÷,2022-02-27 05:00,7.1,,1,90,46,1014.1,,,,0
189,¼­±ÍÆ÷,2022-02-27 06:00,6.9,,1.7,160,60,1014.7,,,,0
189,¼­±ÍÆ÷,2022-02-27 07:00,6.9,,2.9,180,61,1015.9,,,,0
189,¼­±ÍÆ÷,2022-02-27 08:00,7.4,,1.9,180,63,1016.9,.7,,,0
189,¼­±ÍÆ÷,2022-02-27 09:00,9,,2,180,57,1017.8,1,,,0
189,¼­±ÍÆ÷,2022-02-27 10:00,9.9,,2,200,57,1018.2,1,,,0
189,¼­±ÍÆ÷,2022-02-27 11:00,10.7,,1.9,200,52,1018.6,1,,,0
189,¼­±ÍÆ÷,2022-02-27 12:00,11.2,,2.8,230,48,1018.5,1,,,0
189,¼­±ÍÆ÷,2022-02-27 13:00,11.5,,3,200,49,1017.9,1,,,0
189,¼­±ÍÆ÷,2022-02-27 14:00,11.9,,3,200,54,1016.9,1,,,0
189,¼­±ÍÆ÷,2022-02-27 15:00,12.5,,2.5,200,42,1016.2,1,,,0
189,¼­±ÍÆ÷,2022-02-27 16:00,12.3,,2.3,180,39,1016.1,1,,,0
189,¼­±ÍÆ÷,2022-02-27 17:00,12.3,,1.2,140,42,1015.9,1,,,0
189,¼­±ÍÆ÷,2022-02-27 18:00,11.1,,1,70,40,1015.9,1,,,0
189,¼­±ÍÆ÷,2022-02-27 19:00,9.9,,.7,50,28,1016.5,.1,,,0
189,¼­±ÍÆ÷,2022-02-27 20:00,8.7,,.8,340,39,1016.9,,,,0
189,¼­±ÍÆ÷,2022-02-27 21:00,7.7,,.5,360,43,1017.5,,,,0
189,¼­±ÍÆ÷,2022-02-27 22:00,7,,.9,340,46,1017.9,,,,0
189,¼­±ÍÆ÷,2022-02-27 23:00,7.1,,.7,360,47,1017.9,,,,0
189,¼­±ÍÆ÷,2022-02-28 00:00,6.8,,.8,340,49,1017.8,,,,0
189,¼­±ÍÆ÷,2022-02-28 01:00,6.6,,1.3,340,47,1017.9,,,,0
189,¼­±ÍÆ÷,2022-02-28 02:00,6.6,,1,340,48,1017.7,,,,0
189,¼­±ÍÆ÷,2022-02-28 03:00,6.3,,1.5,360,50,1017.2,,,,0
189,¼­±ÍÆ÷,2022-02-28 04:00,5.8,,1.4,360,55,1017.1,,,,0
189,¼­±ÍÆ÷,2022-02-28 05:00,5.2,,1.8,360,61,1017.2,,,,0
189,¼­±ÍÆ÷,2022-02-28 06:00,5.5,,1.5,360,62,1018,,,,4
189,¼­±ÍÆ÷,2022-02-28 07:00,5.1,,1.7,360,70,1018.2,,,,0
189,¼­±ÍÆ÷,2022-02-28 08:00,6.1,,2,360,72,1018.3,.7,,,8
189,¼­±ÍÆ÷,2022-02-28 09:00,9.3,,.7,20,64,1018.3,.6,,,7
189,¼­±ÍÆ÷,2022-02-28 10:00,10.6,,.9,20,63,1017.8,.7,,,9
189,¼­±ÍÆ÷,2022-02-28 11:00,10.8,,.4,0,66,1017.6,.1,,,10
189,¼­±ÍÆ÷,2022-02-28 12:00,11.6,,.4,0,65,1017.1,0,,,10
189,¼­±ÍÆ÷,2022-02-28 13:00,12.4,,1.1,180,63,1016,.1,,,10
189,¼­±ÍÆ÷,2022-02-28 14:00,12.4,,.2,0,59,1015,.1,,,10
189,¼­±ÍÆ÷,2022-02-28 15:00,11.8,,.7,200,64,1014.3,0,,,10
189,¼­±ÍÆ÷,2022-02-28 16:00,12.3,,.5,250,57,1013.8,0,,,10
189,¼­±ÍÆ÷,2022-02-28 17:00,12.8,,.5,320,57,1013.3,.1,,,9
189,¼­±ÍÆ÷,2022-02-28 18:00,12.6,,.8,360,61,1013.3,0,,,9
189,¼­±ÍÆ÷,2022-02-28 19:00,12.8,,.8,360,62,1013.8,0,,,5
189,¼­±ÍÆ÷,2022-02-28 20:00,12.8,,.9,20,63,1013.7,,,,2
189,¼­±ÍÆ÷,2022-02-28 21:00,12.7,,1,360,64,1013.2,,,,4
189,¼­±ÍÆ÷,2022-02-28 22:00,12.8,,1,360,69,1012.9,,,,10
189,¼­±ÍÆ÷,2022-02-28 23:00,13,,.6,360,72,1012.2,,,,10
189,¼­±ÍÆ÷,2022-03-01 00:00,13.4,,.5,340,73,1011.8,,,,10
189,¼­±ÍÆ÷,2022-03-01 01:00,14,,.8,340,68,1010.8,,,,2
189,¼­±ÍÆ÷,2022-03-01 02:00,13.5,,.6,340,77,1010.1,,,,10
189,¼­±ÍÆ÷,2022-03-01 03:00,13.8,.2,.8,320,84,1008.6,,,,10
189,¼­±ÍÆ÷,2022-03-01 04:00,14.1,,1.4,270,92,1007.6,,,,10
189,¼­±ÍÆ÷,2022-03-01 05:00,14.1,,2.6,270,97,1007.4,,,,10
189,¼­±ÍÆ÷,2022-03-01 06:00,13.5,1,2.6,230,96,1006.5,,,,6
189,¼­±ÍÆ÷,2022-03-01 07:00,13.7,,2.8,250,78,1006.5,,,,7
189,¼­±ÍÆ÷,2022-03-01 08:00,14.1,,2.1,250,76,1006.6,0,,,8
189,¼­±ÍÆ÷,2022-03-01 09:00,14.4,0,.7,90,81,1007,0,,,8
189,¼­±ÍÆ÷,2022-03-01 10:00,14.2,,.7,20,84,1007.2,0,,,10
189,¼­±ÍÆ÷,2022-03-01 11:00,14,,.9,50,85,1007.9,0,,,10
189,¼­±ÍÆ÷,2022-03-01 12:00,15,.3,1.4,160,79,1008,.1,,,9
189,¼­±ÍÆ÷,2022-03-01 13:00,15.8,,1.8,160,72,1007.2,.9,,,3
189,¼­±ÍÆ÷,2022-03-01 14:00,16.8,,1.5,50,59,1006.7,1,,,2
189,¼­±ÍÆ÷,2022-03-01 15:00,17.2,,1.3,160,59,1007.1,1,,,3
189,¼­±ÍÆ÷,2022-03-01 16:00,17.5,,2.7,270,38,1007.5,1,,,1
189,¼­±ÍÆ÷,2022-03-01 17:00,16.5,,1.6,270,39,1008.5,1,,,2
189,¼­±ÍÆ÷,2022-03-01 18:00,13,,2.3,250,64,1008.7,.2,,,3
189,¼­±ÍÆ÷,2022-03-01 19:00,12.7,,1.5,250,51,1009.4,0,,,10
189,¼­±ÍÆ÷,2022-03-01 20:00,10.7,,1.3,250,62,1010.1,,,,7
189,¼­±ÍÆ÷,2022-03-01 21:00,10,,.5,50,72,1010.8,,,,9
189,¼­±ÍÆ÷,2022-03-01 22:00,10.1,,.2,0,76,1011.3,,,,3
189,¼­±ÍÆ÷,2022-03-01 23:00,10,,1.6,50,76,1011.5,,,,6
189,¼­±ÍÆ÷,2022-03-02 00:00,9.9,,1.5,50,64,1011.3,,,,9
189,¼­±ÍÆ÷,2022-03-02 01:00,9.6,,.7,140,56,1011.3,,,,8
189,¼­±ÍÆ÷,2022-03-02 02:00,8.9,,1.5,360,58,1011.4,,,,2
189,¼­±ÍÆ÷,2022-03-02 03:00,8.2,,.3,0,59,1011.2,,,,8
189,¼­±ÍÆ÷,2022-03-02 04:00,7.9,,1,180,47,1010.4,,,,9
189,¼­±ÍÆ÷,2022-03-02 05:00,7,,1.1,340,51,1010.7,,,,5
189,¼­±ÍÆ÷,2022-03-02 06:00,6.4,,.6,270,56,1011.5,,,,5
189,¼­±ÍÆ÷,2022-03-02 07:00,5.6,,1.2,360,61,1011.8,,,,3
189,¼­±ÍÆ÷,2022-03-02 08:00,5.7,,1.1,360,62,1012.5,.2,,,6
189,¼­±ÍÆ÷,2022-03-02 09:00,7.7,,1.4,50,62,1013.1,.9,,,6
189,¼­±ÍÆ÷,2022-03-02 10:00,8.6,,.9,90,61,1013.4,1,,,1
189,¼­±ÍÆ÷,2022-03-02 11:00,9.3,,1.5,140,59,1013.4,1,,,2
189,¼­±ÍÆ÷,2022-03-02 12:00,9.8,,1.4,140,58,1013,1,,,2
189,¼­±ÍÆ÷,2022-03-02 13:00,11.7,,1.9,230,45,1012,1,,,1
189,¼­±ÍÆ÷,2022-03-02 14:00,11.6,,2.2,200,44,1011.2,1,,,0
189,¼­±ÍÆ÷,2022-03-02 15:00,12.1,,2.4,250,41,1010.4,1,,,0
189,¼­±ÍÆ÷,2022-03-02 16:00,10.9,,2,270,36,1010.8,1,,,0
189,¼­±ÍÆ÷,2022-03-02 17:00,10.7,,2.1,90,47,1010.8,1,,,0
189,¼­±ÍÆ÷,2022-03-02 18:00,9.8,,1.9,70,48,1011.4,1,,,0
189,¼­±ÍÆ÷,2022-03-02 19:00,8.1,,1.6,360,54,1012.5,.1,,,0
189,¼­±ÍÆ÷,2022-03-02 20:00,6.5,,.2,0,61,1012.7,,,,0
189,¼­±ÍÆ÷,2022-03-02 21:00,6.7,,.7,340,57,1013,,,,0
189,¼­±ÍÆ÷,2022-03-02 22:00,6.5,,1.2,360,57,1013.3,,,,0
189,¼­±ÍÆ÷,2022-03-02 23:00,6,,1.1,360,57,1013.3,,,,0
189,¼­±ÍÆ÷,2022-03-03 00:00,4.6,,.6,250,63,1013.5,,,,0
189,¼­±ÍÆ÷,2022-03-03 01:00,5.1,,.6,340,62,1013.5,,,,0
189,¼­±ÍÆ÷,2022-03-03 02:00,5.1,,.3,0,64,1013.4,,,,0
189,¼­±ÍÆ÷,2022-03-03 03:00,5,,1.3,360,63,1013.1,,,,0
189,¼­±ÍÆ÷,2022-03-03 04:00,4.6,,.9,360,62,1013.1,,,,0
189,¼­±ÍÆ÷,2022-03-03 05:00,5,,1.7,360,58,1013,,,,0
189,¼­±ÍÆ÷,2022-03-03 06:00,5.1,,1.3,360,60,1013.7,,,,0
189,¼­±ÍÆ÷,2022-03-03 07:00,4.5,,1.8,360,63,1014.5,0,,,1
189,¼­±ÍÆ÷,2022-03-03 08:00,6,,1.7,360,57,1014.9,0,,,8
189,¼­±ÍÆ÷,2022-03-03 09:00,8.2,,.6,340,52,1015.6,.1,,,8
189,¼­±ÍÆ÷,2022-03-03 10:00,10.6,,1.4,270,42,1015.7,.5,,,8
189,¼­±ÍÆ÷,2022-03-03 11:00,11.2,,2.7,230,58,1015.1,.9,,,4
189,¼­±ÍÆ÷,2022-03-03 12:00,12.9,,3.4,230,59,1014.7,1,,,0
189,¼­±ÍÆ÷,2022-03-03 13:00,12.3,,3.6,230,62,1013.8,1,,,1
189,¼­±ÍÆ÷,2022-03-03 14:00,13,,3.3,250,59,1012.6,1,,,1
189,¼­±ÍÆ÷,2022-03-03 15:00,13.6,,3.5,250,56,1012.2,1,,,0
189,¼­±ÍÆ÷,2022-03-03 16:00,12.9,,4.2,230,58,1012.2,1,,,0
189,¼­±ÍÆ÷,2022-03-03 17:00,12.4,,2.8,250,64,1012.3,1,,,0
189,¼­±ÍÆ÷,2022-03-03 18:00,11.3,,2.2,250,64,1012.6,.9,,,0
189,¼­±ÍÆ÷,2022-03-03 19:00,10.5,,1.6,270,67,1012.9,0,,,0
189,¼­±ÍÆ÷,2022-03-03 20:00,9.6,,.9,340,71,1013.3,,,,0
189,¼­±ÍÆ÷,2022-03-03 21:00,8.9,,.7,360,59,1013.5,,,,0
189,¼­±ÍÆ÷,2022-03-03 22:00,8.7,,.7,360,61,1013.9,,,,0
189,¼­±ÍÆ÷,2022-03-03 23:00,8.5,,.8,320,64,1013.9,,,,0
189,¼­±ÍÆ÷,2022-03-04 00:00,8.4,,1,290,68,1013.5,,,,0
189,¼­±ÍÆ÷,2022-03-04 01:00,8.5,,.8,360,63,1013,,,,7
189,¼­±ÍÆ÷,2022-03-04 02:00,9.2,,.5,340,58,1012.6,,,,7
189,¼­±ÍÆ÷,2022-03-04 03:00,8.3,,1.1,360,57,1012.5,,,,0
189,¼­±ÍÆ÷,2022-03-04 04:00,8.3,,1.2,360,67,1012,,,,4
189,¼­±ÍÆ÷,2022-03-04 05:00,8.5,,.9,360,71,1012.3,,,,7
189,¼­±ÍÆ÷,2022-03-04 06:00,8.8,,.8,360,71,1012.2,,,,8
189,¼­±ÍÆ÷,2022-03-04 07:00,9,,.7,340,70,1012.5,0,,,10
189,¼­±ÍÆ÷,2022-03-04 08:00,9.7,,.5,340,70,1012.2,0,,,10
189,¼­±ÍÆ÷,2022-03-04 09:00,10.5,,.5,340,65,1012.3,0,,,10
189,¼­±ÍÆ÷,2022-03-04 10:00,11.3,,.3,0,68,1012.2,0,,,10
189,¼­±ÍÆ÷,2022-03-04 11:00,11.9,,.7,340,70,1011.5,0,,,10
189,¼­±ÍÆ÷,2022-03-04 12:00,13.4,,1,340,66,1010.5,.1,,,8
189,¼­±ÍÆ÷,2022-03-04 13:00,15,,3.4,200,56,1010,.8,,,4
189,¼­±ÍÆ÷,2022-03-04 14:00,14.9,,3.5,230,57,1008.8,.9,,,2
189,¼­±ÍÆ÷,2022-03-04 15:00,15,,3.3,230,55,1008.8,1,,,2
189,¼­±ÍÆ÷,2022-03-04 16:00,15.3,,2.4,230,54,1008.4,1,,,1
189,¼­±ÍÆ÷,2022-03-04 17:00,13.3,,3.4,230,79,1008.3,1,,,6
189,¼­±ÍÆ÷,2022-03-04 18:00,12,,2.3,270,79,1008.2,.3,,,7
189,¼­±ÍÆ÷,2022-03-04 19:00,10.9,,1.7,250,82,1008.3,0,,,7
189,¼­±ÍÆ÷,2022-03-04 20:00,11.1,,1.8,270,68,1008.4,,,,7
189,¼­±ÍÆ÷,2022-03-04 21:00,10.8,,1.6,250,71,1009,,,,4
189,¼­±ÍÆ÷,2022-03-04 22:00,10.9,,1.4,270,75,1008.9,,,,0
189,¼­±ÍÆ÷,2022-03-04 23:00,10.9,,1.5,270,79,1009,,,,0
189,¼­±ÍÆ÷,2022-03-05 00:00,10.8,,1.4,270,81,1008.8,,,,0
189,¼­±ÍÆ÷,2022-03-05 01:00,10.9,,1,290,81,1008.6,,,,5
189,¼­±ÍÆ÷,2022-03-05 02:00,11.1,,1.7,270,75,1008.3,,,,
189,¼­±ÍÆ÷,2022-03-05 03:00,11,,2.1,270,81,1008.2,,,,3
189,¼­±ÍÆ÷,2022-03-05 04:00,10.9,,1.8,250,88,1007.8,,,,10
189,¼­±ÍÆ÷,2022-03-05 05:00,10.4,,.8,250,91,1007.7,,,,4
189,¼­±ÍÆ÷,2022-03-05 06:00,9.8,,1,360,86,1008,,,,2
189,¼­±ÍÆ÷,2022-03-05 07:00,9.4,,.7,290,84,1008.1,0,,,0
189,¼­±ÍÆ÷,2022-03-05 08:00,9.7,,.6,50,67,1008.8,0,,,0
189,¼­±ÍÆ÷,2022-03-05 09:00,11.7,,.7,90,69,1009.1,1,,,0
189,¼­±ÍÆ÷,2022-03-05 10:00,13.2,,1.5,70,55,1009.3,1,,,0
189,¼­±ÍÆ÷,2022-03-05 11:00,13.5,,1.9,180,50,1009.8,1,,,0
189,¼­±ÍÆ÷,2022-03-05 12:00,14.6,,2.1,180,41,1009.6,1,,,0
189,¼­±ÍÆ÷,2022-03-05 13:00,15.1,,1.1,90,35,1009.2,1,,,0
189,¼­±ÍÆ÷,2022-03-05 14:00,15.7,,1.7,20,31,1008.4,1,,,0
189,¼­±ÍÆ÷,2022-03-05 15:00,15.2,,1.9,70,22,1008.2,1,,,0
189,¼­±ÍÆ÷,2022-03-05 16:00,13.9,,2,70,29,1007.8,1,,,0
189,¼­±ÍÆ÷,2022-03-05 17:00,12,,2.9,180,36,1008.5,1,,,0
189,¼­±ÍÆ÷,2022-03-05 18:00,10.6,,2.5,140,39,1008.9,1,,,5
189,¼­±ÍÆ÷,2022-03-05 19:00,8.7,,3.7,180,45,1009.9,.2,,,7
189,¼­±ÍÆ÷,2022-03-05 20:00,8,,2.7,140,53,1010.8,,,,7
189,¼­±ÍÆ÷,2022-03-05 21:00,8.1,,4.2,180,55,1011.5,,,,6
189,¼­±ÍÆ÷,2022-03-05 22:00,7.7,,1.8,70,53,1012.1,,,,7
189,¼­±ÍÆ÷,2022-03-05 23:00,7.6,,4.3,180,55,1012.8,,,,8
189,¼­±ÍÆ÷,2022-03-06 00:00,7.5,,2.2,50,54,1012.6,,,,7
189,¼­±ÍÆ÷,2022-03-06 01:00,7.2,,3.1,180,52,1012.6,,,,8
189,¼­±ÍÆ÷,2022-03-06 02:00,6.6,,2,50,51,1012.9,,,,9
189,¼­±ÍÆ÷,2022-03-06 03:00,6.3,,2.9,180,59,1013.5,,,,9
189,¼­±ÍÆ÷,2022-03-06 04:00,5.6,,1.9,70,55,1013,,,,9
189,¼­±ÍÆ÷,2022-03-06 05:00,5.4,,3.6,180,61,1013.5,,,,7
189,¼­±ÍÆ÷,2022-03-06 06:00,4.9,,2.8,50,60,1014,,,,4
189,¼­±ÍÆ÷,2022-03-06 07:00,4.5,,2.7,200,59,1014.3,0,,,3
189,¼­±ÍÆ÷,2022-03-06 08:00,4.9,,2.2,180,60,1015,.9,,,0
189,¼­±ÍÆ÷,2022-03-06 09:00,6.8,,1.3,50,57,1015.9,1,,,2
189,¼­±ÍÆ÷,2022-03-06 10:00,8.1,,2.2,180,51,1015.9,1,,,0
189,¼­±ÍÆ÷,2022-03-06 11:00,9.2,,2.7,230,43,1016.3,1,,,0
189,¼­±ÍÆ÷,2022-03-06 12:00,9.2,,3.3,230,51,1015.9,1,,,0
189,¼­±ÍÆ÷,2022-03-06 13:00,10,,4.9,180,49,1015.3,1,,,0
189,¼­±ÍÆ÷,2022-03-06 14:00,10.7,,2.3,160,43,1014.6,1,,,0
189,¼­±ÍÆ÷,2022-03-06 15:00,10.3,,1.7,140,44,1014.2,1,,,0
189,¼­±ÍÆ÷,2022-03-06 16:00,9.9,,2.8,180,44,1014.1,1,,,0
189,¼­±ÍÆ÷,2022-03-06 17:00,9.8,,3.3,180,43,1013.9,1,,,3
189,¼­±ÍÆ÷,2022-03-06 18:00,8.7,,2.4,230,45,1014.2,.5,,,5
189,¼­±ÍÆ÷,2022-03-06 19:00,8,,1.3,180,50,1014.2,0,,,9
189,¼­±ÍÆ÷,2022-03-06 20:00,7.6,,.2,0,52,1013.9,,,,6
189,¼­±ÍÆ÷,2022-03-06 21:00,7.3,,.3,0,53,1014.2,,,,9
189,¼­±ÍÆ÷,2022-03-06 22:00,6.8,,1.6,360,55,1014.6,,,,10
189,¼­±ÍÆ÷,2022-03-06 23:00,6.9,,1.2,20,54,1013.9,,,,9
189,¼­±ÍÆ÷,2022-03-07 00:00,6.8,,1.1,20,56,1013.4,,,,9
189,¼­±ÍÆ÷,2022-03-07 01:00,7,,1.3,360,54,1013.1,,,,10
189,¼­±ÍÆ÷,2022-03-07 02:00,7.3,,1.2,360,54,1013.6,,,,10
189,¼­±ÍÆ÷,2022-03-07 03:00,7.2,,1.3,360,60,1013.3,,,,9
189,¼­±ÍÆ÷,2022-03-07 04:00,7,,1.1,360,65,1012.8,,,,9
189,¼­±ÍÆ÷,2022-03-07 05:00,7.3,,.8,360,64,1012.8,,,,9
189,¼­±ÍÆ÷,2022-03-07 06:00,7.5,,1,340,68,1013.2,,,,9
189,¼­±ÍÆ÷,2022-03-07 07:00,7.5,,.6,340,72,1013.5,0,,,9
189,¼­±ÍÆ÷,2022-03-07 08:00,8,,.4,0,72,1014,0,,,9
189,¼­±ÍÆ÷,2022-03-07 09:00,8.6,,.7,180,69,1014.3,.3,,,9
189,¼­±ÍÆ÷,2022-03-07 10:00,9.9,,1,140,55,1014.2,1,,,9
189,¼­±ÍÆ÷,2022-03-07 11:00,10.4,,1.2,160,48,1014.2,1,,,9
189,¼­±ÍÆ÷,2022-03-07 12:00,10.8,,1.3,160,55,1014.3,1,,,9
189,¼­±ÍÆ÷,2022-03-07 13:00,10.6,,1.7,230,57,1013.7,.8,,,9
189,¼­±ÍÆ÷,2022-03-07 14:00,10.7,,1.9,200,58,1012.8,.8,,,9
189,¼­±ÍÆ÷,2022-03-07 15:00,11,,1.9,230,62,1012.6,1,,,9
189,¼­±ÍÆ÷,2022-03-07 16:00,10.6,,2.1,180,62,1012.5,0,,,8
189,¼­±ÍÆ÷,2022-03-07 17:00,11.4,,1.2,160,51,1012.4,.7,,,2
189,¼­±ÍÆ÷,2022-03-07 18:00,10.7,,.8,160,52,1012.8,1,,,0
189,¼­±ÍÆ÷,2022-03-07 19:00,9.8,,1.2,70,56,1013.6,.1,,,0
189,¼­±ÍÆ÷,2022-03-07 20:00,8.8,,1.1,360,63,1013.6,,,,0
189,¼­±ÍÆ÷,2022-03-07 21:00,8,,1.4,360,66,1013.9,,,,0
189,¼­±ÍÆ÷,2022-03-07 22:00,7.3,,1.3,360,69,1013.8,,,,0
189,¼­±ÍÆ÷,2022-03-07 23:00,7.1,,1.4,360,69,1013.9,,,,0
189,¼­±ÍÆ÷,2022-03-08 00:00,7.2,,1.6,360,69,1013.9,,,,0
189,¼­±ÍÆ÷,2022-03-08 01:00,7.1,,1.1,360,66,1013.5,,,,0
189,¼­±ÍÆ÷,2022-03-08 02:00,7.1,,1.3,360,64,1013.3,,,,0
189,¼­±ÍÆ÷,2022-03-08 03:00,6.5,,1.6,360,63,1013,,,,0
189,¼­±ÍÆ÷,2022-03-08 04:00,6,,1.5,360,61,1012.9,,,,0
189,¼­±ÍÆ÷,2022-03-08 05:00,6.2,,1.7,360,56,1012.7,,,,0
189,¼­±ÍÆ÷,2022-03-08 06:00,6,,1.5,360,55,1012.8,,,,0
