지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
438,2011-09-02,,군포,,,37.3615,126.9353,85,,,,
438,2021-05-04,,군포,경기도 군포시 금정동,,37.3615,126.9353,84.71,,,,
438,2003-08-12,2021-05-04,군포,경기도 군포시 금정동,,37.3587,126.9375,97,,,,
439,2003-08-12,,진안,경기도 화성시 진안동,,37.2088,127.0357,43.15,,,,
439,2011-09-14,,진안,,,37.2088,127.0357,43,,,,
440,2003-08-14,,설봉,경기도 이천시 중리동,이천지역기상서비스센터(203),37.2784,127.4406,87.3,,,,
440,2011-09-16,,설봉,,,37.2784,127.4406,87,,,,
441,2021-01-14,,김포,경기도 김포시 고촌읍 풍곡리,인천기상대(112),37.6076,126.7624,28,,,,
441,2011-09-20,,김포,,,37.6076,126.7624,28,,,,
441,2003-09-05,2019-12-13,김포,경기도 김포시 운양동,인천기상대(112),37.6468,126.7047,32,,,,
442,2011-09-16,,지월,,,37.4188,127.2857,37,,,,
443,2021-05-04,,보개,경기도 안성시 보개면 복평리,,37.0331,127.3063,66.04,,,,
443,2011-09-07,,보개,,,37.0228,127.2901,66,,,,
443,2003-08-11,2021-05-04,보개,경기도 안성시 보개면 불현리,,37.0197,127.2919,90,,,,
444,2011-09-02,,하남,,,37.5379,127.2137,28,,,,
444,2021-05-04,,하남,경기도 하남시 신장동,이천지역기상서비스센터(203),37.5379,127.2137,27.68,,,,
444,2003-08-14,2021-05-04,하남,경기도 하남시 신장동,이천지역기상서비스센터(203),37.5359,127.2156,37,,,,
445,2011-08-31,,의왕,,,37.3445,126.9688,80,,,,
445,2021-05-04,,의왕,경기도 의왕시 고천동,,37.3445,126.9688,80.4,,,,
445,2003-08-12,2021-05-04,의왕,경기도 의왕시 고천동,,37.3417,126.9709,94,,,,
446,2021-05-04,,남촌,경기도 오산시 오산동,,37.1403,127.0637,17.48,,,,
446,2011-09-01,,남촌,,,37.1403,127.0637,17,,,,
446,2003-08-14,2021-05-04,남촌,경기도 오산시 오산동,,37.1374,127.0658,32,,,,
447,2011-09-07,,북내,,,37.329,127.6791,62,,,,
447,2024-09-30,,북내,경기도 여주시 북내면 당우리,이천지역기상서비스센터(203),37.3298,127.6769,89.04,,,,
447,2003-08-11,2024-09-30,북내,경기도 여주시 북내면 당우리,이천지역기상서비스센터(203),37.329,127.6791,62.36,,,,
448,2011-09-06,,산북,,,37.4019,127.443,117,,,,
448,2024-09-30,,산북,경기도 여주시 산북면 상품리,이천지역기상서비스센터(203),37.4023,127.464,217.47,,,,
448,2003-08-11,2024-09-30,산북,경기도 여주시 산북면 상품리,이천지역기상서비스센터(203),37.4019,127.443,117.27,,,,
449,2011-10-04,,옥천,,,37.51,127.4481,32,,,,
449,2021-05-04,,옥천,경기도 양평군 옥천면 옥천리,이천지역기상서비스센터(203),37.51,127.4481,32,,,,
449,2003-08-09,2021-05-04,옥천,경기도 양평군 옥천면 옥천리,이천지역기상서비스센터(203),37.5073,127.4522,44,,,,
450,2021-05-04,,주교,경기도 고양시덕양구 현천동,파주기상대(99),37.5983,126.849,45.34,,,,
450,2011-08-19,,주교,,,37.6582,126.8312,45,,,,
450,2003-08-13,2021-05-04,주교,경기도 고양시덕양구 주교동,파주기상대(99),37.6555,126.8334,50,,,,
451,2011-09-23,,오남,,,37.6985,127.2048,88,,,,
451,2021-05-04,,오남,경기도 남양주시 오남읍 양지리,동두천지역기상서비스센터(98),37.6985,127.2048,87.99,,,,
451,2010-08-16,2021-05-04,오남,경기도 남양주시 오남읍 양지리,동두천지역기상서비스센터(98),37.6107,127.153,34,,,,
451,2010-08-05,2010-08-16,오남,경기도 남양주시 오남읍 양지리,서울기상관측소(108),37.6107,127.153,34,,,,
451,2003-08-18,2010-08-05,도농,경기도 남양주시 도농동,서울기상관측소(108),37.6107,127.153,34,,,,
452,2011-08-30,,신북,,,37.9341,127.2264,95,,,,
453,2011-08-30,,소하,,,37.4421,126.8964,15,,,,
453,2003-08-12,,소하,경기도 광명시 소하동,인천기상대(112),37.4421,126.8964,15.28,,,,
454,2011-09-19,,하봉암,,,37.9743,127.0669,71,,,,
454,2021-05-04,,하봉암,경기도 동두천시 하봉암동,동두천지역기상서비스센터(98),37.9743,127.0669,70.71,,,,
454,2003-08-13,2021-05-04,하봉암,경기도 동두천시 하봉암동,동두천지역기상서비스센터(98),37.9713,127.0696,91,,,,
455,2011-09-05,,경기가평,,,37.846,127.5008,72,,,,
456,2021-05-04,,연천,경기도 연천군 연천읍 차탄리,동두천지역기상서비스센터(98),38.0963,127.0756,73.31,,,,
456,2011-09-21,,연천,,,38.0963,127.0756,73,,,,
456,2003-08-13,2021-05-04,연천,경기도 연천군 연천읍 차탄리,동두천지역기상서비스센터(98),38.0936,127.0778,82,,,,
457,2011-09-02,,춘궁,,,37.522,127.1941,55,,,,
457,2004-04-01,,춘궁,경기도 하남시 춘궁동,이천지역기상서비스센터(203),37.522,127.1941,55.27,,,,
458,2021-05-04,,퇴촌,경기도 광주시 퇴촌면 오리,이천지역기상서비스센터(203),37.4747,127.3058,44.59,,,,
458,2011-10-05,,퇴촌,,,37.4747,127.3058,45,,,,
458,2004-04-08,2021-05-04,퇴촌,경기도 광주시 퇴촌면 오리,이천지역기상서비스센터(203),37.4747,127.3058,48,,,,
459,2011-09-14,,오포,,,37.3455,127.1968,88,,,,
459,2004-04-02,,오포,경기도 광주시 오포읍,이천지역기상서비스센터(203),37.3455,127.1968,87.77,,,,
460,2004-04-02,,실촌,경기도 광주시 곤지암읍 만선리,이천지역기상서비스센터(203),37.3689,127.4054,87.77,,,,
460,2011-09-16,,실촌,,,37.3686,127.4049,134,,,,
461,2021-05-04,,마장,경기도 이천시 마장면 오천리,이천지역기상서비스센터(203),37.249,127.358,109.89,,,,
461,2011-09-16,,마장,,,37.249,127.358,110,,,,
461,2004-03-30,2021-05-04,마장,경기도 이천시 마장면 오천리,이천지역기상서비스센터(203),37.2461,127.3601,88,,,,
462,2021-05-04,,모가,경기도 이천시 모가면 진가리,이천지역기상서비스센터(203),37.1717,127.4802,91.21,,,,
462,2011-09-15,,모가,,,37.1717,127.4802,91,,,,
462,2004-03-30,2021-05-04,모가,경기도 이천시 모가면 진가리,이천지역기상서비스센터(203),37.1691,127.4823,84,,,,
463,2025-05-02,,흥천,경기도 여주시 흥천면 ,이천지역기상서비스센터(203),37.3316,127.5481,48.31,,,,
463,2011-09-06,,흥천,,,37.3327,127.5415,51,,,,
463,2024-09-30,2025-05-02,흥천,경기도 여주시 흥천면 ,이천지역기상서비스센터(203),37.3316,127.5481,48.31,,,,
463,2004-03-29,2024-09-30,흥천,경기도 여주시 흥천면 ,이천지역기상서비스센터(203),37.3327,127.5415,50.65,,,,
464,2011-09-07,,점동,,,37.2061,127.6627,73,,,,
464,2024-09-30,,점동,경기도 여주시 점동면 청안리,이천지역기상서비스센터(203),37.2042,127.661,68.36,,,,
464,2004-03-29,2024-09-30,점동,경기도 여주시 점동면 청안리,이천지역기상서비스센터(203),37.2061,127.6627,73.38,,,,
465,2011-09-06,,가남,,,37.2017,127.5451,78,,,,
465,2024-09-30,,가남,경기도 여주시 가남읍 태평리,이천지역기상서비스센터(203),37.2035,127.5485,62.7,,,,
465,2021-05-04,2024-09-30,가남,경기도 여주시 가남읍 태평리,이천지역기상서비스센터(203),37.2017,127.5451,78.02,,,,
465,2004-03-30,2021-05-04,가남,경기도 여주시 가남읍 태평리,이천지역기상서비스센터(203),37.2017,127.5451,85,,,,
466,2025-05-02,,금사,경기도 여주시 흥천면 ,이천지역기상서비스센터(203),37.3897,127.5344,31.11,,,,
466,2011-09-06,,금사,,,37.3926,127.5333,59,,,,
466,2024-09-30,2025-05-02,금사,경기도 여주시 흥천면 ,이천지역기상서비스센터(203),37.3897,127.5344,31.11,,,,
466,2004-03-29,2024-09-30,금사,경기도 여주시 금사면 이포리,이천지역기상서비스센터(203),37.3926,127.5333,58.55,,,,
467,2011-09-08,,양성,,,37.0601,127.1946,46,,,,
467,2004-03-29,,양성,경기도 안성시 양성면 이현리,,37.0941,127.2158,45.78,,,,
468,2004-04-01,,서운,경기도 안성시 서운면 인리,,36.9431,127.2593,53.8,,,,
468,2011-09-07,,서운,,,36.9431,127.2593,54,,,,
469,2011-09-15,,일죽,,,37.0907,127.477,100,,,,
469,2025-05-02,,일죽,경기도 안성시 일죽면 방초리,,37.1408,127.4337,151.91,,,,
469,2004-04-01,2025-05-02,일죽,경기도 안성시 일죽면 방초리,,37.1407,127.4338,100.47,,,,
470,2011-09-08,,고삼,,,37.0806,127.2696,41,,,,
470,2020-12-31,,고삼,경기도 안성시 고삼면 봉산리,,37.0806,127.2696,41,,,,
470,2004-03-29,2020-12-31,고삼,경기도 안성시 고삼면 가유리,,37.0806,127.2696,41,,,,
471,2011-09-05,,송탄,,,37.0664,127.0649,63,,,,
471,2004-04-06,,송탄,경기도 평택시 서정동,,37.0664,127.0649,63.05,,,,
472,2011-09-06,,포승,,,36.9845,126.8548,19,,,,
472,2004-04-07,,포승,경기도 평택시 포승읍 도곡리,,36.9845,126.8548,18.99,,,,
473,2011-08-30,,가산,,,37.8486,127.1864,135,,,,
473,2021-05-04,,가산,경기도 포천시 가산면 마산리,동두천지역기상서비스센터(98),37.8486,127.1864,134.7,,,,
473,2004-04-02,2021-05-04,가산,경기도 포천시 가산면 마산리,동두천지역기상서비스센터(98),37.8486,127.1861,130,,,,
474,2004-04-02,,영북,경기도 포천시 영북면 운천리,동두천지역기상서비스센터(98),38.0891,127.2755,142.87,,,,
474,2011-09-01,,영북,,,38.0891,127.2755,143,,,,
475,2004-04-02,,관인,경기도 포천시 관인면 탄동리,동두천지역기상서비스센터(98),38.1577,127.2512,185.81,,,,
475,2011-08-31,,관인,,,38.1577,127.2512,186,,,,
476,2021-05-04,,화현,경기도 포천시 화현면 화현리,동두천지역기상서비스센터(98),37.9013,127.2883,151.72,,,,
476,2011-09-02,,화현,,,37.9013,127.2883,152,,,,
476,2004-04-02,2021-05-04,화현,경기도 포천시 화현면 화현리,동두천지역기상서비스센터(98),37.9013,127.2904,151.84,,,,
477,2011-09-19,,상패,,,37.9056,127.0441,71,,,,
477,2021-05-04,,상패,경기도 동두천시 상패동,동두천지역기상서비스센터(98),37.9056,127.0441,71.43,,,,
477,2004-04-03,2021-05-04,상패,경기도 동두천시 상패동,동두천지역기상서비스센터(98),37.9055,127.044,80,,,,
478,2011-09-21,,왕징,,,38.0586,127.0128,37,,,,
478,2004-03-31,,왕징,경기도 연천군 왕징면 무등리,동두천지역기상서비스센터(98),38.0586,127.0128,37.3,,,,
479,2004-04-01,,장남,경기도 연천군 장남면 원당리,동두천지역기상서비스센터(98),37.9818,126.8843,33.36,,,,
479,2011-09-21,,장남,,,37.9818,126.8843,33,,,,
480,2011-09-21,,미산,,,38.0474,126.9929,42,,,,
480,2021-05-04,,미산,경기도 연천군 미산면 유촌리,동두천지역기상서비스센터(98),38.0474,126.9929,42.35,,,,
480,2004-03-31,2021-05-04,미산,경기도 연천군 미산면 유촌리,동두천지역기상서비스센터(98),38.0447,126.9949,35,,,,
481,2011-09-19,,탄현,,,37.8025,126.7162,21,,,,
481,2004-03-31,,탄현,경기도 파주시 탄현면 축현리,파주기상대(99),37.8025,126.7162,20.91,,,,
482,2011-09-20,,광탄,,,37.776,126.8513,43,,,,
482,2021-05-04,,광탄,경기도 파주시 광탄면 신산리,파주기상대(99),37.776,126.8513,42.86,,,,
482,2004-03-31,2021-05-04,광탄,경기도 파주시 광탄면 신산리,파주기상대(99),37.7763,126.8512,53,,,,
483,2021-05-04,,진동,경기도 파주시 진동면 동파리,파주기상대(99),37.9253,126.7891,18.08,,,,
483,2011-09-21,,진동,,,37.9253,126.7891,18,,,,
483,2004-03-31,2021-05-04,진동,경기도 파주시 진동면 동파리,파주기상대(99),37.926,126.7871,35,,,,
484,2004-04-07,,창현,경기도 남양주시 화도읍 창현리,동두천지역기상서비스센터(98),37.6466,127.3165,122.04,,,,
484,2011-09-23,,창현,,,37.6466,127.3165,122,,,,
485,2011-09-08,,신천,,,37.6762,127.4948,76,,,,
485,2004-04-02,,신천,경기도 가평군 설악면 신천리,동두천지역기상서비스센터(98),37.6762,127.4948,75.61,,,,
486,2004-04-02,,외서,경기도 가평군 청평면 청평리,동두천지역기상서비스센터(98),37.7347,127.4145,49.88,,,,
486,2011-09-08,,외서,,,37.7347,127.4145,50,,,,
487,2011-09-20,,대곶,,,37.6453,126.5523,13,,,,
487,2004-12-23,,대곶,경기도 김포시 대곶면,인천기상대(112),37.6453,126.5523,13,,,,
488,2011-09-08,,송산,,,37.2178,126.7392,49,,,,
488,2004-12-24,,송산,경기도 화성시 송산면 삼존리,,37.2182,126.73,49.15,,,,
489,2011-09-08,,서신,,,37.1666,126.7088,25,,,,
489,2021-05-04,,서신,경기도 화성시 서신면 매화리,,37.1666,126.7088,25.46,,,,
489,2005-01-05,2021-05-04,서신,경기도 화성시 서신면 매화리,,37.1638,126.7109,25,,,,
492,2002-06-01,,학온동,,,37.4155,126.8514,54,,,,
492,2010-10-05,,학온동,경기도 광명시 가학동,인천기상대(112),37.4155,126.8514,54.08,,,,
493,2022-05-13,,송악,충청남도 아산시 송악면 역촌리,대전지방기상청(133),36.7362,127.0081,35,,,,
493,2021-10-15,2022-05-13,송악,충청남도 아산시 송악면 역촌리,대전지방기상청(133),36.7227,127.004,53.64,,,,
493,2020-10-23,2021-10-15,송악,충청남도 아산시 송악면 역촌리,대전지방기상청(133),36.7227,127.004,53.64,,,,
493,2018-11-05,2020-10-23,송악,충청남도 아산시 송악면 역촌리,대전지방기상청(133),36.7227,127.004,54,,,,
494,2023-11-25,,세종고운,세종특별자치시 고운동,대전지방기상청(133),36.5308,127.2403,106.02,,,,
494,2020-02-28,2023-11-25,세종고운,세종특별자치시 고운동,대전지방기상청(133),36.5315,127.2406,107.8,,,,
494,2016-10-17,2020-02-28,세종고운,세종특별자치시 고운동,대전지방기상청(133),36.5315,127.2406,107.8,,,,
495,2024-10-15,,공도,경기도 안성시 공도읍 불당리,,36.9806,127.1625,13,,,,
495,2018-10-25,2024-10-15,공도,경기도 안성시 공도읍 불당리,,36.9806,127.1625,13,,,,
495,2010-05-13,2018-10-16,하개정,경기도 안성시 미양면 개정리,,36.9613,127.1887,25.35,,,,
495,2005-11-15,2010-05-13,하개정,경기도 안성시 미양면 개정리,수도권기상청(119),36.9617,127.1834,24,,,,
496,2023-11-01,,세종금남,세종특별자치시 금남면 용포리,대전지방기상청(133),36.4585,127.2688,27.23,,,,
496,2012-09-01,2023-11-01,세종금남,세종특별자치시 금남면 용포리,대전지방기상청(133),36.4585,127.2688,27.23,,,,
496,2012-07-02,2012-09-01,금남,세종특별자치시 금남면 용포리,대전지방기상청(133),36.4585,127.2688,30.3,,,,
496,2011-12-29,2012-07-02,금남,세종특별자치시 금남면 용포리,대전지방기상청(133),36.4585,127.2688,30.3,,,,
496,2005-10-11,2011-12-29,금남,세종특별자치시 금남면 용포리,대전지방기상청(133),36.4638,127.2804,43.4,,,,
497,2021-10-15,,삽당령,(산지)강원특별자치도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,,
497,2020-09-23,2021-10-15,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,,
497,2017-01-13,2020-09-23,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,660.4,,,,
497,2002-12-20,2017-01-13,삽당령,(산지)강원도 강릉시 왕산면 송현리,강릉(구 105),37.5752,128.8515,658.15,,,,
498,2023-11-15,,구룡령,(산지)강원특별자치도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1018.68,,,,
498,2017-01-13,2023-11-15,구룡령,(산지)강원특별자치도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1018.68,,,,
498,2002-12-21,2017-01-13,구룡령,(산지)강원도 홍천군 내면 명개리,강릉(구 105),37.8793,128.5145,1015.08,,,,
499,2020-10-15,,중면,경기도 연천군 중면 삼곶리,,38.1361,127.0235,53.7,,,,
499,2015-07-13,2020-10-15,중면,경기도 연천군 중면 삼곶리,,38.1361,127.0235,53.7,,,,
499,2010-10-05,2015-07-13,중면,경기도 연천군 중면 삼곶리,동두천지역기상서비스센터(98),38.1359,127.0191,54.66,,,,
499,2001-01-05,2010-10-05,중면,경기도 연천군 중면 횡산리,파주기상대(99),38.1331,127.0213,53.83,,,,
500,2020-10-23,,양도,인천광역시 강화군 양도면 도장리,인천기상대(112),37.6657,126.4702,48,,,,
500,2019-04-09,2020-10-23,양도,인천광역시 강화군 양도면 도장리,인천기상대(112),37.6657,126.4702,48,,,,
500,2010-12-03,2019-04-09,양도,인천광역시 강화군 양도면 도장리,인천기상대(112),37.6317,126.4201,29,,,,
500,1994-12-15,2010-12-03,화도,인천광역시 강화군 화도면 상방리,인천기상대(112),37.6287,126.4116,20,,,,
501,2015-01-15,,연평도,,인천기상대(112),37.666,125.702,20,,,,
501,2019-04-10,,대연평,인천광역시 옹진군 연평면 연평리,인천기상대(112),37.6589,125.6982,7.63,,,,
501,2017-04-19,2019-04-10,대연평,인천광역시 옹진군 연평면 연평리,인천기상대(112),37.6589,125.6982,7.63,,,,
501,1991-03-08,2016-10-05,대연평,인천광역시 옹진군 연평면 연평리,인천기상대(112),37.6644,125.7023,13,,,,
502,2021-07-16,,교동,인천광역시 강화군 교동면 고구리,인천기상대(112),37.7894,126.2916,13.94,,,,
502,2019-04-09,2021-07-16,교동,인천광역시 강화군 교동면 고구리,인천기상대(112),37.7894,126.2916,13.94,,,,
502,2016-11-30,2019-04-09,교동,인천광역시 강화군 교동면 고구리,인천기상대(112),37.7894,126.2916,13.94,,,,
502,1991-03-22,2016-11-30,교동,인천광역시 강화군 교동면 대룡리,인천기상대(112),37.7844,126.2829,41.91,,,,
503,2023-10-27,,도라산,경기도 파주시 장단면 도라산리,,37.908,126.7119,18.29,,,,
503,2015-07-13,2023-10-27,도라산,경기도 파주시 장단면 도라산리,,37.908,126.7119,18.29,,,,
503,2010-12-14,2015-07-13,도라산,경기도 파주시 장단면 도라산리,파주기상대(99),37.912,126.7116,17.3,,,,
503,2002-01-05,2010-12-14,도라산,경기도 파주시 장단면 도라산리,파주기상대(99),37.8833,126.6833,167,,,,
503,2001-09-07,2002-01-05,도라산,경기도 파주시 장단면 도라산리,동두천지역기상서비스센터(98),37.8833,126.6833,10,,,,
503,1998-04-14,2001-09-07,임진각,경기도,동두천지역기상서비스센터(98),37.8856,126.7394,10,,,,
503,1991-11-24,1998-04-14,임진각,경기도,서울기상관측소(108),37.8856,126.7394,10,,,,
504,2021-09-10,,포천,경기도 포천시 자작동,,37.8704,127.1807,105.14,,,,
504,2015-07-13,2021-09-10,포천,경기도 포천시 자작동,,37.8704,127.1807,105.14,,,,
504,2013-11-21,2015-07-13,포천,경기도 포천시 자작동,동두천지역기상서비스센터(98),37.8704,127.1808,103,,,,
504,2010-10-21,2013-11-21,포천,경기도 포천시 자작동,동두천지역기상서비스센터(98),37.8657,127.1764,102.05,,,,
504,1998-03-24,2010-10-21,포천,경기도 포천시 신읍동,동두천지역기상서비스센터(98),37.8915,127.202,100,,,,
504,1992-12-13,1998-03-24,포천,경기도 포천시 신읍동,철원기상대(95),37.8946,127.1996,105,,,,
505,2020-04-21,,가평조종,경기도 가평군 북면,,37.8244,127.3454,170.45,,,,
505,2019-11-27,2020-04-21,가평조종,경기도 가평군 북면,,37.8244,127.3454,170.45,,,,
505,2017-01-01,2019-11-27,가평조종,경기도 가평군 북면,,37.8244,127.3454,170.45,,,,
505,2007-08-22,2017-01-01,하면,경기도 가평군 북면,,37.8244,127.3454,168.53,,,,
505,1990-04-10,2007-08-22,현리,경기도 가평군 북면,춘천기상대(101),37.82,127.35,152,,,,
506,2021-07-15,,파주금촌,경기도 파주시 금촌동,,37.7482,126.7769,12.88,,,,
506,2020-12-24,2021-07-15,파주금촌,경기도 파주시 아동동,,37.7482,126.7769,12.88,,,,
506,2017-08-25,2020-12-24,금촌,경기도 파주시 금촌동,,37.7482,126.7769,12.88,,,,
506,2015-07-13,2017-08-25,금촌,경기도 파주시 금촌동,,37.7483,126.777,19,,,,
506,2014-11-27,2015-07-13,금촌,경기도 파주시 금촌동,파주기상대(99),37.7483,126.777,19,,,,
506,2010-12-06,2014-11-27,금촌,경기도 파주시 아동동,파주기상대(99),37.7657,126.7841,56,,,,
506,2002-01-04,2010-12-06,금촌,경기도 파주시 금촌동,파주기상대(99),37.7584,126.779,34,,,,
506,1998-05-26,2002-01-04,금촌,경기도 파주시 금촌동,동두천지역기상서비스센터(98),37.7584,126.779,34,,,,
506,1994-12-15,1998-05-26,금촌,경기도 파주시 금촌동,서울기상관측소(108),37.7584,126.779,34,,,,
507,2021-10-15,,창수,경기도 포천시 창수면 고소성리,,38.0248,127.1436,76.06,,,,
507,2015-07-13,2021-10-15,창수,경기도 포천시 창수면 고소성리,,38.0248,127.1436,76.06,,,,
507,2011-06-29,2015-07-13,창수,경기도 포천시 창수면 고소성리,동두천지역기상서비스센터(98),38.025,127.1433,80,,,,
507,1998-03-24,2011-06-28,창수,경기도 포천시 창수면 주원리,동두천지역기상서비스센터(98),37.9917,127.1891,84.44,,,,
507,1992-12-13,1998-03-24,창수,경기도 포천시 창수면 주원리,철원기상대(95),37.9788,127.2009,84,,,,
508,2011-08-31,,왕산,인천광역시 중구 을왕동,인천기상대(112),37.4665,126.3609,140.91,,,,
508,2003-01-07,2011-08-30,왕산,인천광역시 중구 운서동,인천기상대(112),37.465,126.3634,132.11,,,,
508,1990-03-16,2000-01-14,종로,서울특별시,서울기상관측소(108),37.57,126.97,87,,,,
509,2023-11-01,,관악,서울특별시 관악구 신림동,,37.4528,126.9502,141.64,,,,
509,2022-10-12,2023-11-01,관악,서울특별시 관악구 신림동,,37.4528,126.9502,141.64,,,,
509,2010-08-16,2022-10-12,관악,서울특별시 관악구 신림동,,37.4528,126.9502,141.64,,,,
509,2004-09-04,2010-08-16,관악,서울특별시 관악구 신림동,서울기상관측소(108),37.45,126.9523,144.37,,,,
509,1992-09-14,2004-09-04,관악,서울특별시 관악구 신림동,서울기상관측소(108),37.4562,126.9507,92.36,,,,
510,2024-10-15,,영등포,서울특별시 영등포구 당산동,,37.5271,126.9071,25.38,,,,
510,2021-08-26,2024-10-15,영등포,서울특별시 영등포구 당산동,,37.5271,126.9071,25.38,,,,
510,2010-08-16,2021-08-26,영등포,서울특별시 영등포구 당산동,,37.5271,126.9071,25.38,,,,
510,1989-06-27,2010-08-16,영등포,서울특별시 영등포구 당산동,서울기상관측소(108),37.5262,126.908,25,,,,
511,2022-05-27,,경서동,인천광역시 서구 경서동,인천기상대(112),37.5675,126.6351,7.13,,,,
511,2021-10-15,2022-05-27,공촌동,인천광역시 서구 공촌동,인천기상대(112),37.555,126.6905,47.04,,,,
511,2010-09-01,2021-10-15,공촌동,인천광역시 서구 공촌동,인천기상대(112),37.555,126.6905,47.04,,,,
511,2000-03-31,2010-09-01,부평,인천광역시 부평구,인천기상대(112),37.55,126.6833,49,,,,
511,1994-12-19,2000-03-31,부평,인천광역시 부평구,인천기상대(112),37.48,126.71,18,,,,
512,2021-10-15,,인천연수,인천광역시 연수구 동춘동,인천기상대(112),37.3968,126.6621,8.13,,,,
512,2017-08-22,2021-10-15,인천연수,인천광역시 연수구 동춘동,인천기상대(112),37.3968,126.6621,8.13,,,,
512,2000-03-29,2017-08-22,남동공단,인천광역시 연수구 동춘동,인천기상대(112),37.3968,126.6621,9.06,,,,
512,1994-12-22,2000-03-29,남동공단,인천광역시 연수구 동춘동,인천기상대(112),37.41,126.71,22,,,,
513,2022-09-28,,덕적지도,인천광역시 옹진군 덕적면 백아리,인천기상대(112),37.0655,126.0143,29.53,,,,
513,2020-09-25,2022-09-01,덕적도,인천광역시 옹진군 덕적면 진리,인천기상대(112),37.2272,126.145,20.02,,,,
513,2019-04-10,2020-09-25,덕적도,인천광역시 옹진군 덕적면 진리,인천기상대(112),37.2272,126.145,20.02,,,,
513,2014-11-17,2019-04-10,덕적도,인천광역시 옹진군 덕적면 진리,인천기상대(112),37.2272,126.145,20.02,,,,
513,1997-07-25,2014-11-17,덕적도,인천광역시 옹진군 덕적면 진리,인천기상대(112),37.2331,126.1468,17.6,,,,
513,1991-03-14,1997-07-25,덕적도,인천광역시 옹진군 덕적면 진리,인천기상대(112),37.2207,126.1445,26,,,,
514,2022-10-01,,대부도,경기도 안산시단원구 대부남동,인천기상대(112),37.2377,126.5787,10,,,,
514,2017-08-25,2022-10-01,대부도,경기도 안산시단원구 대부남동,인천기상대(112),37.2377,126.5787,10,,,,
514,2017-06-14,2017-08-25,대부도,경기도 안산시단원구 대부북동,인천기상대(112),37.2377,126.5787,10,,,,
514,1992-11-15,2017-06-14,대부도,경기도 안산시단원구 대부북동,인천기상대(112),37.2455,126.5806,32.79,,,,
515,2012-11-30,,운평,경기도 화성시 우정읍 운평리,,37.0845,126.7739,10.47,,,,
515,2005-11-15,2012-11-30,우정,경기도 화성시 우정읍 조암리,수도권기상청(119),37.0819,126.8007,19,,,,
515,1999-05-06,2005-11-15,우정,경기도 화성시 우정읍 멱우리,수도권기상청(119),37.0952,126.8128,30,,,,
515,1990-03-08,1999-05-06,우정,경기도 화성시 우정읍 멱우리,수도권기상청(119),37.0836,126.8283,18,,,,
516,2023-11-10,,안성,경기도 안성시 옥산동,,37.0037,127.2502,23.92,,,,
516,2017-08-25,2023-11-10,안성,경기도 안성시 옥산동,,37.0037,127.2502,23.92,,,,
516,2013-12-12,2017-08-25,안성,경기도 안성시 옥산동,,37.0038,127.25,26,,,,
516,1990-06-16,2013-12-12,안성,경기도 안성시 석정동,수도권기상청(119),37.013,127.2651,45.16,,,,
517,2022-10-13,,간성,강원특별자치도 고성군 간성읍 동호리,강릉(구 105),38.3851,128.4752,6,,,,
517,2015-07-13,2022-10-13,간성,강원도 고성군 간성읍 신안리,강릉(구 105),38.3854,128.4745,6.11,,,,
517,2005-12-23,2015-07-13,간성,강원도 고성군 간성읍 신안리,속초기상대(90),38.3854,128.4745,5.31,,,,
517,1991-11-01,2005-12-21,간성,강원도 고성군 간성읍 상리,속초기상대(90),38.38,128.43,30,,,,
518,2023-10-27,,해안,(산지)강원특별자치도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,2017-01-13,2023-10-27,해안,(산지)강원특별자치도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,2016-09-22,2017-01-13,해안,(산지)강원도 양구군 해안면 오유리,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,1990-05-23,2016-09-22,해안,강원도 양구군 해안면 현리,춘천기상대(101),38.2847,128.1397,448,,,,
519,2024-10-09,,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,,
519,2023-11-01,2024-10-09,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,,
519,2020-10-23,2023-11-01,사내,강원특별자치도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,298.11,,,,
519,2015-07-13,2020-10-23,사내,강원도 화천군 사내면 사창리,춘천기상대(101),38.0755,127.5194,297.73,,,,
519,2011-11-09,2015-07-13,사내,강원도 화천군 사내면 사창리,철원기상대(95),38.0753,127.5297,302,,,,
519,1999-05-14,2011-11-09,사내,강원도 화천군 사내면 사창리,철원기상대(95),38.0702,127.5235,283.06,,,,
